medicare_provider_number,is_hospital_a_critical_access_hospital_y_n,hospital_compare_star_rating_october_na_not_available,number_of_outpatient_services,total_private_allowed_amount_for_outpatient_services_millions,simulated_medicare_allowed_amount_for_outpatient_services_millions,relative_price_for_outpatient_services,standardized_price_per_outpatient_service,number_of_inpatient_stays,total_private_allowed_amount_for_inpatient_services_millions,simulated_medicare_allowed_amount_for_inpatient_services_millions,relative_price_for_inpatient_services,standardized_price_per_inpatient_stay,total_private_allowed_amount_for_inpatient_and_outpatient_services_millions,simulated_medicare_allowed_amount_for_inpatient_and_outpatient_services_millions,relative_price_for_professional_inpatient_and_outpatient_services,relative_price_for_inpatient_facility_services,relative_price_for_outpatient_facility_services,relative_price_for_inpatient_and_outpatient_services,total_private_allowed_amount_for_facility_inpatient_and_outpatient_services_millions,simulated_medicare_allowed_amount_for_facility_inpatient_and_outpatient_services_millions,total_private_allowed_amount_for_professional_inpatient_and_outpatient_services_millions,simulated_medicare_allowed_amount_for_professional_inpatient_and_outpatient_services_millions
440228,N,3,863,1.69,0.62,2.75,250.28,124,1.68,0.72,2.35,18522,3.37,1.33,1.79,2.5738725686,2.9502988023,2.53,2.85,1.04,0.52,0.29
441300,Y,NA,61,0.11,0.07,1.64,369.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6755218937,NA,NA,NA,NA,NA
441301,Y,NA,102,0.24,0.08,3.05,562.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2147222086,NA,NA,NA,NA,NA
441305,Y,4,128,0.09,0.05,1.92,227.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7856236495,NA,NA,NA,NA,NA
441307,Y,4,267,0.72,0.15,4.86,431.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7812474518,NA,NA,NA,NA,NA
441309,Y,4,24,0.03,0.02,1.55,270.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4931908038,NA,NA,NA,NA,NA
441310,Y,2,696,0.84,0.34,2.5,216.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6834720365,NA,NA,NA,NA,NA
441311,Y,NA,233,0.44,0.08,5.42,546.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1713050375,NA,NA,NA,NA,NA
441314,Y,4,630,1.24,0.48,2.6,403.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8610448366,NA,NA,NA,NA,NA
441316,Y,3,144,0.11,0.07,1.49,245.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4470228556,NA,NA,NA,NA,NA
450002,N,3,31,0.08,0.01,6.68,641.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7530717778,NA,NA,NA,NA,NA
450007,N,3,83,0.24,0.07,3.72,345.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2032761538,NA,NA,NA,NA,NA
450010,N,4,34,0.07,0.02,2.91,275.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1131928177,NA,NA,NA,NA,NA
450011,N,4,84,0.21,0.06,3.62,314.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0204403116,NA,NA,NA,NA,NA
450015,N,2,101,0.45,0.07,6.33,628.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9745016378,NA,NA,NA,NA,NA
450018,N,2,451,0.79,0.32,2.45,256.01,50,1.07,0.82,1.31,14463,1.86,1.14,1.16,1.3316535593,2.9751715866,1.63,1.65,0.96,0.21,0.18
450021,N,3,248,0.76,0.23,3.27,343.19,36,1,0.4,2.51,25089,1.76,0.63,1.3,2.8508280391,3.8920492023,2.79,1.58,0.49,0.18,0.14
450023,N,4,225,0.33,0.13,2.51,222.6,22,0.33,0.25,1.34,9041,0.66,0.38,1.45,1.2855053371,2.958838334,1.75,0.56,0.31,0.09,0.06
450024,N,2,46,0.09,0.05,1.8,141.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8280966731,NA,NA,NA,NA,NA
450029,N,4,14,0.04,0.02,1.96,142.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2704434355,NA,NA,NA,NA,NA
450032,N,3,110,0.47,0.12,3.81,410.45,11,0.13,0.11,1.17,7195,0.59,0.23,2.39,1.1428093008,4.0291120339,2.57,0.53,0.21,0.06,0.03
450033,N,3,17,0.04,0.01,5.31,516.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5399597017,NA,NA,NA,NA,NA
450034,N,2,1336,2.94,1.09,2.7,263.36,138,2.51,1.39,1.8,14620,5.45,2.48,1.47,1.9642725529,3.019049202,2.2,4.63,1.92,0.82,0.56
450035,N,2,74,0.36,0.12,3.05,262.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4266032608,NA,NA,NA,NA,NA
450037,N,NA,34,0.09,0.05,1.89,144.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9379810456,NA,NA,NA,NA,NA
450039,N,2,86,0.16,0.05,2.94,303.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1651631664,NA,NA,NA,NA,NA
450040,N,3,77,0.23,0.07,3.19,275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6424408941,NA,NA,NA,NA,NA
450042,N,2,38,0.06,0.02,2.75,248.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9810166858,NA,NA,NA,NA,NA
450044,N,4,343,1.19,0.39,3.09,297.53,21,0.8,0.35,2.3,24829,1.99,0.73,1.76,2.3472602594,3.4976228978,2.72,1.78,0.62,0.21,0.12
450046,N,2,71,0.28,0.14,2.03,179.12,19,0.37,0.26,1.42,9703,0.66,0.4,1.19,1.467325068,2.250406447,1.63,0.58,0.34,0.07,0.06
450051,N,3,99,0.57,0.24,2.36,232.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7089790741,NA,NA,NA,NA,NA
450054,N,2,331,0.36,0.15,2.34,231.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5933294482,NA,NA,NA,NA,NA
450056,N,4,67,0.26,0.08,3.16,325.81,18,0.53,0.18,2.99,23101,0.78,0.26,1.6,3.2395677286,3.5442693563,3.04,0.71,0.21,0.07,0.04
450058,N,3,102,0.31,0.1,3.04,285.31,28,0.36,0.21,1.72,13562,0.67,0.31,1.4,1.8483032012,3.4894659756,2.16,0.58,0.25,0.09,0.06
450064,N,3,114,0.49,0.13,3.66,366.42,17,0.43,0.12,3.51,26914,0.92,0.26,2.03,3.8046863848,4.246045362,3.59,0.8,0.2,0.11,0.06
450068,N,2,1236,2.91,0.97,3,282.98,216,8.08,4.67,1.73,17714,10.99,5.65,1.21,1.8047026696,3.4752991653,1.95,10.08,4.9,0.91,0.75
450072,N,3,101,0.19,0.12,1.6,164.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8499501114,NA,NA,NA,NA,NA
450076,N,NA,NA,NA,NA,NA,NA,393,15.66,6.68,2.34,25201,NA,NA,NA,2.4202018938,NA,NA,NA,NA,NA,NA
450079,N,4,119,0.39,0.14,2.69,314.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7182851674,NA,NA,NA,NA,NA
450080,N,3,17,0.04,0.03,1.47,121.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4536766477,NA,NA,NA,NA,NA
450083,N,3,60,0.15,0.07,2.22,183.46,19,0.24,0.18,1.3,8715,0.39,0.25,1.33,1.3091288115,2.3718995933,1.55,0.34,0.21,0.06,0.04
450085,N,3,21,0.02,0.01,1.9,180.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0197951655,NA,NA,NA,NA,NA
450087,N,2,68,0.21,0.05,4.15,442.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1109428001,NA,NA,NA,NA,NA
450090,N,3,12,0.02,0.01,1.59,141.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5663746722,NA,NA,NA,NA,NA
450092,N,4,14,0.04,0.01,5.21,455.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0142477895,NA,NA,NA,NA,NA
450097,N,2,49,0.12,0.04,2.71,256.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9184253583,NA,NA,NA,NA,NA
450099,N,4,23,0.06,0.02,3.04,288.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6479221022,NA,NA,NA,NA,NA
450101,N,3,97,0.22,0.08,2.73,251.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9421673403,NA,NA,NA,NA,NA
450102,N,4,295,0.72,0.25,2.88,236.47,20,0.34,0.18,1.88,12198,1.06,0.43,1.42,1.9948908589,3.2865632491,2.46,0.94,0.35,0.12,0.08
450104,N,2,27,0.05,0.02,2.4,216.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6231382916,NA,NA,NA,NA,NA
450107,N,3,73,0.36,0.08,4.39,448.23,13,0.39,0.12,3.3,25033,0.74,0.2,1.81,3.6485637635,5.7454627037,3.75,0.65,0.15,0.09,0.05
450108,N,4,19,0.03,0.03,0.98,91.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2461664262,NA,NA,NA,NA,NA
450119,N,3,38,0.3,0.03,10.12,878.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.748595721,NA,NA,NA,NA,NA
450124,N,1,54,0.29,0.06,4.72,484.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2112841745,NA,NA,NA,NA,NA
450130,N,5,29,0.04,0.03,1.43,117.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3153837744,NA,NA,NA,NA,NA
450132,N,1,91,0.18,0.08,2.35,216.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5179806358,NA,NA,NA,NA,NA
450133,N,2,79,0.21,0.07,2.85,260.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0795700775,NA,NA,NA,NA,NA
450135,N,2,276,1.22,0.34,3.59,354.4,62,1.66,0.53,3.15,24507,2.87,0.87,1.76,3.3935609023,4.2262119481,3.32,2.58,0.7,0.29,0.17
450137,N,4,120,0.52,0.18,2.91,265.02,25,0.44,0.2,2.17,21620,0.96,0.38,1.41,2.4991040467,3.2913828105,2.51,0.83,0.29,0.13,0.09
450143,N,4,21,0.04,0.01,5.43,578.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.128576912,NA,NA,NA,NA,NA
450147,N,4,222,0.52,0.21,2.45,207.18,18,0.39,0.21,1.85,12040,0.91,0.42,1.01,2.0065389392,2.8400842166,2.15,0.83,0.35,0.08,0.08
450148,N,4,31,0.09,0.02,3.73,362.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4169588971,NA,NA,NA,NA,NA
450152,N,2,57,0.12,0.03,3.55,333.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1452277222,NA,NA,NA,NA,NA
450154,N,3,12,0.03,0.01,5.6,571.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6829696611,NA,NA,NA,NA,NA
450162,N,5,30,0.03,0.03,1.01,143.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9983206889,NA,NA,NA,NA,NA
450184,N,4,1904,4.63,1.58,2.92,277.56,197,4.04,2.08,1.94,16404,8.67,3.66,1.49,2.1044310538,3.2915399311,2.37,7.54,2.9,1.14,0.76
450187,N,3,22,0.05,0.02,2.58,232.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6503379384,NA,NA,NA,NA,NA
450192,N,3,18,0.05,0.01,3.88,422.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.784667882,NA,NA,NA,NA,NA
450193,N,3,598,2.24,1.06,2.12,180.72,102,3.3,1.76,1.87,15823,5.54,2.82,1.72,1.9314743894,2.1525751651,1.97,4.82,2.4,0.72,0.42
450196,N,2,42,0.12,0.05,2.62,234.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.518118608,NA,NA,NA,NA,NA
450200,N,3,13,0.01,0.01,2.29,206.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5923726851,NA,NA,NA,NA,NA
450203,N,2,31,0.06,0.03,1.98,183.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0619436341,NA,NA,NA,NA,NA
450209,N,2,36,0.18,0.03,5.94,481.77,11,0.71,0.19,3.83,37246,0.89,0.22,1.75,4.3917254065,6.3349366544,4.12,0.82,0.18,0.07,0.04
450211,N,1,23,0.06,0.02,2.78,248.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78456805,NA,NA,NA,NA,NA
450213,N,2,74,0.19,0.07,2.57,223.68,11,0.23,0.18,1.24,14738,0.42,0.26,1.45,1.2279303469,2.9042178478,1.63,0.38,0.23,0.03,0.02
450222,N,1,185,0.39,0.15,2.68,248.97,18,0.48,0.18,2.73,20408,0.88,0.32,1.59,2.8923514752,3.0020199901,2.7,0.79,0.27,0.09,0.06
450229,N,3,41,0.14,0.04,3.4,296.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6795102495,NA,NA,NA,NA,NA
450231,N,4,152,0.5,0.13,3.83,331.8,23,0.64,0.26,2.45,17648,1.15,0.39,1.58,2.607141116,4.4177592259,2.91,1.04,0.33,0.1,0.06
450237,N,3,56,0.26,0.07,3.96,365.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2864271906999996,NA,NA,NA,NA,NA
450253,N,NA,18,0.03,0.01,3.2,322.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6951247131,NA,NA,NA,NA,NA
450271,N,2,84,0.42,0.1,4.25,458.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0565924613,NA,NA,NA,NA,NA
450272,N,3,25,0.06,0.02,3.07,267.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2867827249,NA,NA,NA,NA,NA
450280,N,NA,24,0.08,0.02,3.65,373.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3543717454,NA,NA,NA,NA,NA
450289,N,1,66,0.04,0.02,1.8,201.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2050606463,NA,NA,NA,NA,NA
450292,N,3,30,0.08,0.02,4.55,456.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5426929172,NA,NA,NA,NA,NA
450299,N,3,35,0.14,0.03,4.25,392.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8690235906,NA,NA,NA,NA,NA
450324,N,2,54,0.16,0.06,2.64,255.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6078314543,NA,NA,NA,NA,NA
450330,N,3,266,1.39,0.49,2.85,282.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.179535534,NA,NA,NA,NA,NA
450340,N,4,15,0.02,0,4.02,362.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5987874338,NA,NA,NA,NA,NA
450346,N,3,536,0.86,0.46,1.88,181.6,62,0.54,0.48,1.12,8498,1.4,0.94,1.27,1.1478981625,2.0012004792,1.49,1.17,0.76,0.23,0.18
450347,N,1,43,0.07,0.03,2.53,252.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8458314528,NA,NA,NA,NA,NA
450351,N,4,32,0.09,0.02,4.07,424.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8613941251,NA,NA,NA,NA,NA
450352,N,3,76,0.11,0.05,2.31,228.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6992493681,NA,NA,NA,NA,NA
450358,N,5,1547,6.23,1.87,3.33,316.83,204,8.52,3.74,2.28,20467,14.75,5.61,1.61,2.4132749028,3.7812682278,2.63,13.24,4.68,1.5,0.93
450370,N,4,17,0.02,0.01,1.67,179.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8885089575,NA,NA,NA,NA,NA
450372,N,4,179,0.65,0.16,3.97,371.55,14,0.15,0.08,2,13252,0.8,0.24,2.26,2.0617384948,4.4522812627,3.34,0.7,0.19,0.11,0.05
450388,N,3,146,0.48,0.17,2.81,244.57,43,0.87,0.41,2.14,16635,1.35,0.58,1.69,2.2903206673,2.9886396819,2.34,1.17,0.47,0.18,0.11
450389,N,3,31,0.1,0.02,4.08,344.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5812344958,NA,NA,NA,NA,NA
450395,N,3,18,0.02,0.01,3.32,322.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9073121037,NA,NA,NA,NA,NA
450403,N,2,52,0.12,0.04,3.31,328.96,11,0.26,0.1,2.6,20086,0.39,0.14,1.47,2.9220680084,3.8871240568,2.79,0.34,0.11,0.04,0.03
450419,N,3,32,0.09,0.02,3.86,409.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6129334229,NA,NA,NA,NA,NA
450422,N,NA,40,0.26,0.11,2.44,221.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6768377005,NA,NA,NA,NA,NA
450424,N,3,382,1.47,0.51,2.91,278.8,55,1.53,0.7,2.17,16103,3.01,1.21,1.14,2.3445221503,3.43208906,2.48,2.77,1,0.24,0.21
450431,N,5,127,0.66,0.24,2.72,200.25,15,0.63,0.22,2.79,29001,1.28,0.47,1.16,3.5160909248,2.8812877718,2.75,1.17,0.37,0.11,0.1
450447,N,2,16,0.04,0.01,3.8,373.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4130484984,NA,NA,NA,NA,NA
450462,N,4,119,0.58,0.18,3.32,311.12,50,0.99,0.48,2.06,15741,1.57,0.66,1.44,2.1675057195,3.8409322297,2.39,1.41,0.55,0.16,0.11
450465,N,3,27,0.03,0.02,1.58,172.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9685636988,NA,NA,NA,NA,NA
450469,N,3,30,0.05,0.01,3.41,321.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2489359321,NA,NA,NA,NA,NA
450475,N,3,20,0.04,0.01,3.05,269.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1373099541,NA,NA,NA,NA,NA
450484,N,4,29,0.14,0.03,4.33,346.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7667606106,NA,NA,NA,NA,NA
450518,N,3,420,1.02,0.34,2.96,269.94,42,0.56,0.33,1.73,13354,1.58,0.67,1.67,1.9134121371,3.2942309989,2.36,1.31,0.5,0.28,0.17
450537,N,2,99,0.36,0.12,2.98,276.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2632979311,NA,NA,NA,NA,NA
450539,N,4,13,0.01,0,3.63,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.131309401,NA,NA,NA,NA,NA
450558,N,2,28,0.06,0.03,1.84,168.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9174034005,NA,NA,NA,NA,NA
450563,N,4,195,0.77,0.26,2.99,266.92,20,0.38,0.13,2.88,19477,1.15,0.39,1.57,3.1201200166,3.4865915069,2.95,1.01,0.3,0.14,0.09
450565,N,2,13,0.02,0.01,2.57,236.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4886623841,NA,NA,NA,NA,NA
450571,N,4,34,0.12,0.03,3.89,338.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4620213845,NA,NA,NA,NA,NA
450573,N,2,18,0.01,0,3.78,437.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8427780037,NA,NA,NA,NA,NA
450587,N,1,13,0.03,0.01,3.3,319.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6932842223,NA,NA,NA,NA,NA
450596,N,4,85,0.29,0.07,4.1,403.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.760581887,NA,NA,NA,NA,NA
450597,N,3,28,0.03,0.01,2.91,271.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5093410264,NA,NA,NA,NA,NA
450604,N,5,51,0.13,0.05,2.74,275.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0175322413,NA,NA,NA,NA,NA
450605,N,3,11,0.02,0.01,2.01,174.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2172040028,NA,NA,NA,NA,NA
450610,N,5,1113,2.39,0.91,2.62,235.8,159,2.59,1.53,1.7,13032,4.98,2.44,1.83,1.7483435311,2.6956010468,2.04,4.1,1.96,0.89,0.49
450617,N,3,330,0.89,0.31,2.87,266.5,99,2.03,1.02,1.99,14667,2.91,1.33,2.04,2.0168744425,2.9636388112,2.2,2.49,1.12,0.42,0.21
450620,N,NA,21,0.04,0.01,4.42,416.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4950723161,NA,NA,NA,NA,NA
450634,N,4,82,0.34,0.1,3.42,354.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9743400136,NA,NA,NA,NA,NA
450638,N,2,191,0.59,0.18,3.34,337.03,21,0.29,0.16,1.85,14399,0.88,0.33,1.85,1.8631797595,3.8614364092,2.64,0.76,0.27,0.12,0.07
450639,N,3,156,0.53,0.15,3.61,354.23,11,0.13,0.07,1.94,15729,0.66,0.21,1.61,2.1671857817,4.2505655125,3.08,0.57,0.16,0.09,0.05
450643,N,3,24,0.05,0.01,4.88,460.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3278485877,NA,NA,NA,NA,NA
450644,N,2,108,0.18,0.06,3.07,280.34,20,0.38,0.19,2.04,16512,0.56,0.25,1.93,2.0703660166,3.3194778438,2.29,0.49,0.21,0.07,0.04
450647,N,4,200,0.58,0.2,2.95,285.14,58,3.2,0.89,3.57,42933,3.78,1.09,1.37,3.9926969088,3.3543095893,3.46,3.52,0.91,0.25,0.19
450651,N,2,228,0.82,0.28,2.99,311.59,35,1.72,0.43,4.01,35069,2.54,0.7,1.44,4.3572680361,3.7530642511,3.61,2.34,0.56,0.2,0.14
450656,N,3,47,0.08,0.02,4.56,434.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6280379193,NA,NA,NA,NA,NA
450659,N,4,34,0.05,0.04,1.31,62.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.367977767,NA,NA,NA,NA,NA
450661,N,2,128,0.28,0.16,1.73,160.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9749502647,NA,NA,NA,NA,NA
450662,N,4,14,0.06,0.01,7.98,753.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.107561111,NA,NA,NA,NA,NA
450668,N,2,54,0.11,0.04,3.01,266.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2882262931,NA,NA,NA,NA,NA
450669,N,2,136,0.33,0.09,3.82,397.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6742068529,NA,NA,NA,NA,NA
450670,N,2,120,0.29,0.19,1.51,146.2,17,0.37,0.16,2.33,18628,0.66,0.35,0.89,2.733589361,1.8853772227,1.88,0.57,0.25,0.09,0.1
450672,N,2,47,0.15,0.06,2.35,213.76,17,0.71,0.17,4.13,32804,0.86,0.23,1.59,4.3949411821,2.4828869226,3.66,0.81,0.21,0.04,0.03
450674,N,3,173,0.32,0.15,2.16,206.46,219,3.66,8.09,0.45,16253,3.98,8.24,1.31,0.4138863363,2.2813500227,0.48,3.46,7.83,0.52,0.4
450675,N,4,145,0.49,0.11,4.57,486.88,17,0.74,0.19,3.83,33476,1.23,0.3,2.49,4.2173625636,5.5554164418,4.09,1.03,0.22,0.2,0.08
450677,N,4,105,0.29,0.08,3.64,335.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9405394978,NA,NA,NA,NA,NA
450684,N,1,341,0.88,0.27,3.3,320.87,32,0.7,0.3,2.32,17442,1.58,0.57,2,2.4607758904,3.6467033824,2.78,1.36,0.46,0.22,0.11
450686,N,3,115,0.32,0.13,2.55,227.05,13,0.33,0.11,2.89,23737,0.65,0.24,1.56,2.9876824256,2.8838373295,2.71,0.59,0.2,0.06,0.04
450690,N,4,16,0.01,0,2.23,199.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5342768005,NA,NA,NA,NA,NA
450702,N,4,250,1.06,0.3,3.48,290.83,20,0.72,0.24,3.05,24988,1.78,0.54,1.46,3.9331126719,3.9122275608,3.29,1.58,0.4,0.2,0.14
450709,N,4,222,0.63,0.23,2.72,267.48,27,0.41,0.27,1.52,10854,1.05,0.5,1.38,1.6245271389,3.0598796419,2.08,0.9,0.4,0.15,0.11
450711,N,4,16,0.05,0.01,3.8,191.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4694996659,NA,NA,NA,NA,NA
450713,N,4,78,0.32,0.09,3.65,352.7,15,0.45,0.14,3.12,20309,0.77,0.23,1.95,3.2422769406,4.2651450384,3.32,0.7,0.19,0.07,0.04
450716,N,2,99,0.16,0.07,2.36,206.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3850011919,NA,NA,NA,NA,NA
450718,N,4,40,0.16,0.05,3.35,305.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6538872803,NA,NA,NA,NA,NA
450723,N,3,105,0.33,0.09,3.82,369.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1441826743,NA,NA,NA,NA,NA
450730,N,3,89,0.33,0.13,2.48,214.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.692441234,NA,NA,NA,NA,NA
450742,N,1,88,0.29,0.05,5.27,518.37,13,0.18,0.09,1.96,15091,0.47,0.15,2.12,2.0691914767,6.2095577077,3.19,0.4,0.12,0.07,0.03
450743,N,3,118,0.39,0.11,3.67,337.86,20,0.41,0.16,2.57,19422,0.8,0.27,1.48,2.8202718868,4.360494615,3.01,0.72,0.21,0.08,0.05
450747,N,2,14,0.04,0.01,5.75,539.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3086294513,NA,NA,NA,NA,NA
450766,N,3,18,0.1,0.06,1.51,132.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4489742643,NA,NA,NA,NA,NA
450771,N,3,172,0.56,0.17,3.34,333.19,63,1.47,0.49,3,25639,2.03,0.66,1.93,3.2667078611,3.9630432106,3.09,1.73,0.5,0.3,0.15
450774,N,5,155,0.3,0.18,1.66,175.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8023995693,NA,NA,NA,NA,NA
450775,N,3,229,0.69,0.23,3.01,288.02,20,0.4,0.15,2.64,19844,1.09,0.38,1.7,2.7927471965,3.3786355536,2.86,0.97,0.31,0.12,0.07
450779,N,5,135,0.65,0.2,3.21,332.12,45,1.29,0.47,2.75,22168,1.93,0.67,1.53,3.1095881946,3.7711294719,2.89,1.69,0.51,0.24,0.16
450788,N,4,28,0.09,0.03,3.26,291.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4597837404,NA,NA,NA,NA,NA
450797,N,NA,61,0.01,0.01,1.06,119.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1386455261,NA,NA,NA,NA,NA
450801,N,4,38,0.1,0.04,2.69,230.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9539692182,NA,NA,NA,NA,NA
450803,N,2,50,0.08,0.06,1.41,197.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8146713067,NA,NA,NA,NA,NA
450804,N,NA,272,0.95,0.44,2.15,227.29,39,1.48,0.68,2.18,17069,2.43,1.12,0.88,2.6340105762,2.5999618243,2.17,2.17,0.83,0.25,0.29
450809,N,5,109,0.55,0.2,2.72,206.46,24,0.78,0.29,2.72,30396,1.33,0.49,1.26,2.9815362105,2.9166530359,2.72,1.24,0.42,0.09,0.07
450820,N,4,786,2.86,0.76,3.75,352.1,117,2.15,1.01,2.13,16479,5.01,1.77,1.95,2.2883784328,4.0690319899,2.82,4.32,1.42,0.69,0.35
450822,N,3,119,0.35,0.11,3.21,345.4,13,0.15,0.09,1.71,14498,0.5,0.2,1.48,1.9019281959,3.8569365321,2.54,0.42,0.14,0.08,0.05
